TICKER,ebitda,de_ratio,debt_ebitda,npm,roa,roe,gsector,sic,description
CYRX,-31.771,0.873,-18.937,-0.197,-0.022,-0.086,35.0,3842,Surgical appliances and supplies
DGLY,-20.023,1.029,-0.137,-0.895,-0.406,-0.825,45.0,3651,Household audio and video equipment
CE,2096.0,3.343,7.95,0.19,0.075,0.31,15.0,2860,
INBK,28.455,12.608,23.375,0.044,0.007,0.03,40.0,6020,
INBK,,12.608,23.375,0.044,0.007,0.03,40.0,6020,
BCAL,51.122,7.516,0.853,0.244,0.024,0.114,40.0,6020,
BCAL,,7.516,0.853,0.244,0.024,0.114,40.0,6020,
PBH,373.104,1.241,3.562,-0.073,0.108,-0.041,35.0,5122,"Drugs, proprietaries, and sundries"
ULH,222.48,1.577,2.07,0.061,0.193,0.201,20.0,4210,
DLB,346.669,0.258,0.147,0.154,0.122,0.087,45.0,6794,Patent owners and lessors
WEX,927.9,6.591,3.421,0.108,0.074,0.148,40.0,7389,"Business services, nec"
WEX,,6.591,3.421,0.108,0.074,0.148,40.0,7389,"Business services, nec"
XPEL,76.565,0.453,0.451,0.133,0.36,0.366,25.0,3714,Motor vehicle parts and accessories
HUN,373.0,1.079,4.925,-0.003,0.051,-0.005,15.0,2860,
EXLS,289.858,0.671,0.984,0.111,0.216,0.228,20.0,7374,Data processing and preparation
AMTX,-30.468,-2.051,-13.197,-0.238,-0.147,,10.0,2860,
AX,791.615,9.591,0.769,0.233,0.036,0.183,40.0,6035,Federal savings institutions
AX,,9.591,0.769,0.233,0.036,0.183,40.0,6035,Federal savings institutions
QUBT,-22.936,0.151,-0.286,-141.09,-0.397,-0.514,45.0,7372,Prepackaged software
RAIL,18.88,67.591,7.698,-0.085,0.062,,20.0,3743,Railroad equipment
BVFL,23.745,,,,0.026,0.064,40.0,6035,Federal savings institutions
BVFL,,,,,0.026,0.064,40.0,6035,Federal savings institutions
HFBL,8.769,11.941,1.084,0.17,0.019,0.107,40.0,6035,Federal savings institutions
HFBL,,11.941,1.084,0.17,0.019,0.107,40.0,6035,Federal savings institutions
DXCM,788.6,1.785,3.692,0.111,0.124,0.181,35.0,3845,Electromedical equipment
MNOV,-9.88,0.054,-0.064,-9.513,-0.145,-0.137,35.0,2836,"Biological products, except diagnostic"
RLGT,26.943,1.045,2.181,0.015,0.092,0.072,20.0,4731,Freight transportation arrangement
ZUMZ,-1.009,0.904,47.553,-0.02,0.007,-0.045,25.0,5651,Family clothing stores
BLDR,2765.494,1.294,1.356,0.091,0.26,0.311,20.0,2452,Prefabricated wood buildings
CTRN,1.122,2.326,69.071,-0.012,0.007,-0.056,25.0,5651,Family clothing stores
KFFB,1.64,5.814,24.669,0.028,0.008,0.008,40.0,6035,Federal savings institutions
KFFB,,5.814,24.669,0.028,0.008,0.008,40.0,6035,Federal savings institutions
KOP,250.4,3.059,3.982,0.042,0.137,0.207,15.0,2860,
WMG,1371.0,26.433,3.601,0.071,0.145,0.961,50.0,3652,Prerecorded records and tapes
ALTO,8.869,0.558,-11.6,-0.033,-0.019,-0.136,15.0,2860,
ICE,5195.0,5.505,4.237,0.252,0.029,0.091,40.0,6200,
ICE,,5.505,4.237,0.252,0.029,0.091,40.0,6200,
LINC,19.088,1.028,4.946,0.076,0.069,0.198,25.0,8200,
EVRI,327.931,6.551,2.872,0.133,0.196,0.454,25.0,7990,
EVRI,,6.551,2.872,0.133,0.196,0.454,25.0,7990,
CPS,178.162,-515.13,6.627,-0.084,0.09,-1.588,25.0,3714,Motor vehicle parts and accessories
ATRC,-16.282,0.286,-5.745,-0.065,-0.022,-0.054,35.0,3841,Surgical and medical instruments
WAL,1925.1,11.454,5.718,0.21,0.028,0.17,40.0,6020,
WAL,,11.454,5.718,0.21,0.028,0.17,40.0,6020,
CF,3153.0,0.954,0.838,0.275,0.289,0.344,15.0,2870,
CTSO,-29.467,1.064,-0.684,-0.632,-0.451,-0.735,35.0,3841,Surgical and medical instruments
THS,335.7,1.522,4.963,0.026,0.076,0.051,30.0,2050,
GTE,389.701,2.354,1.503,0.03,0.307,0.047,10.0,1311,Crude petroleum and natural gas
OFLX,26.898,0.286,0.109,0.193,0.3,0.307,20.0,3490,
SSKN,-0.767,1.745,21.295,-0.204,0.011,-0.355,35.0,3841,Surgical and medical instruments
WBD,9634.0,1.782,4.946,-0.115,0.074,-0.084,50.0,4841,Cable and other pay television services
WSBF,38.325,4.977,13.353,0.059,0.019,0.028,40.0,6035,Federal savings institutions
WSBF,,4.977,13.353,0.059,0.019,0.028,40.0,6035,Federal savings institutions
OPBK,45.134,10.745,1.335,0.205,0.023,0.15,40.0,6020,
OPBK,,10.745,1.335,0.205,0.023,0.15,40.0,6020,
IRBT,-208.572,1.046,-0.426,-0.346,-0.279,-0.739,25.0,3990,
SPR,194.5,-13.027,-38.153,-0.168,-0.016,,20.0,3728,"Aircraft parts and equipment, nec"
ACCO,237.5,2.375,5.044,0.031,0.079,0.059,20.0,3990,
RBC,465.989,0.833,3.18,0.123,0.096,0.067,20.0,3562,Ball and roller bearings
AMSF,78.804,2.884,0.005,0.208,0.062,0.187,40.0,6331,"Fire, marine, and casualty insurance"
AMSF,,2.884,0.005,0.208,0.062,0.187,40.0,6331,"Fire, marine, and casualty insurance"
HOMB,664.36,5.185,1.994,0.319,0.031,0.118,40.0,6020,
HOMB,,5.185,1.994,0.319,0.031,0.118,40.0,6020,
BKD,360.219,9.946,15.468,-0.042,0.053,-0.23,35.0,8050,
CCO,514.886,-2.42,13.445,-0.038,0.107,,50.0,7310,
AMP,3873.0,41.142,1.592,0.171,0.023,0.708,40.0,6282,Investment advice
AMP,,41.142,1.592,0.171,0.023,0.708,40.0,6282,Investment advice
MNSB,45.205,8.609,2.838,0.24,0.025,0.167,40.0,6020,
MNSB,,8.609,2.838,0.24,0.025,0.167,40.0,6020,
CROX,1104.248,3.377,2.173,0.171,0.245,0.561,25.0,3021,Rubber and plastics footwear
UAA,447.851,1.435,3.432,0.07,0.091,0.214,25.0,2300,
LDOS,1587.0,1.966,3.651,0.01,0.114,0.034,20.0,7373,Computer integrated systems design
TCRT,-25.978,0.553,-0.291,-2430.4,-0.59,-1.197,35.0,2836,"Biological products, except diagnostic"
FNF,1252.0,10.595,5.401,0.06,0.023,0.109,40.0,6361,Title insurance
FNF,,10.595,5.401,0.06,0.023,0.109,40.0,6361,Title insurance
FBIZ,70.934,10.869,5.706,0.179,0.022,0.149,40.0,6020,
FBIZ,,10.869,5.706,0.179,0.022,0.149,40.0,6020,
APCX,-12.069,0.553,-0.135,-42.219,-1.227,-2.683,40.0,7389,"Business services, nec"
BPTH,-15.761,0.252,-0.011,,-1.282,-1.498,35.0,2836,"Biological products, except diagnostic"
SSBI,23.219,11.371,0.866,0.203,0.024,0.15,40.0,6020,
SSBI,,11.371,0.866,0.203,0.024,0.15,40.0,6020,
LYV,1569.373,-88.179,5.367,0.016,0.086,,50.0,7900,
MODD,-17.103,0.218,-0.076,,-1.424,-1.678,35.0,3841,Surgical and medical instruments
UEC,-54.219,0.168,,0.035,-0.006,0.006,10.0,1090,
HEES,667.744,4.618,2.2,0.116,0.27,0.248,20.0,5084,Industrial machinery and equipment
CMG,1919.609,1.803,2.086,0.123,0.261,0.451,25.0,5812,Eating places
FIS,2854.0,1.455,11.102,-1.535,0.028,-0.505,40.0,7374,Data processing and preparation
AIRI,2.057,2.287,36.005,-0.062,0.014,-0.192,20.0,3728,"Aircraft parts and equipment, nec"
LSBK,13.871,7.667,2.616,0.151,0.021,0.065,40.0,6035,Federal savings institutions
LSBK,,7.667,2.616,0.151,0.021,0.065,40.0,6035,Federal savings institutions
KNW,-15.143,1.208,-0.219,,-1.209,-2.248,35.0,3845,Electromedical equipment
VNDA,-10.942,0.194,4.596,0.056,0.004,0.022,35.0,2836,"Biological products, except diagnostic"
ASTI,-12.265,-18.019,-0.593,-36.624,-1.102,-5.448,45.0,3674,Semiconductors and related devices
MWA,280.0,1.115,2.359,0.067,0.133,0.111,20.0,3490,
RHE,1.451,35.808,44.465,-0.259,0.017,,35.0,8051,Skilled nursing care facilities
IGC,-9.161,0.147,-0.033,-8.045,-0.757,-0.649,35.0,2834,Pharmaceutical preparations
ATEC,-112.682,-33.634,-4.394,-0.383,-0.193,,35.0,3842,Surgical appliances and supplies
DK,665.3,6.935,4.945,0.004,0.083,0.051,10.0,2911,Petroleum refining
SNCR,17.903,2.015,11.961,-0.152,0.036,-0.578,45.0,7370,
CETY,-2.629,1.362,-2.451,-0.09,-0.172,-0.342,10.0,5900,
GOGO,140.866,-21.587,4.804,0.389,0.204,-9.943,50.0,4899,"Communication services, nec"
CUBI,545.095,13.812,4.046,0.161,0.022,0.169,40.0,6020,
CUBI,,13.812,4.046,0.161,0.022,0.169,40.0,6020,
SILO,-3.856,0.178,0.0,-58.903,-0.378,-0.425,35.0,2836,"Biological products, except diagnostic"
ORMP,-15.573,0.18,-0.913,-8.092,-0.134,-0.108,35.0,2836,"Biological products, except diagnostic"
POST,1315.2,2.029,5.694,0.043,0.095,0.071,30.0,2015,Poultry slaughtering and processing
BRFH,-2.406,1.334,-0.002,-0.524,-0.581,-1.592,30.0,2030,
SPLK,445.299,-224.04,16.973,0.027,0.039,,45.0,7372,Prepackaged software
META,63251.0,0.504,0.583,0.234,0.294,0.234,50.0,7370,
ONVO,-14.806,0.233,-0.092,-50.938,-0.869,-1.008,35.0,2836,"Biological products, except diagnostic"
FANG,6339.0,0.713,1.035,0.388,0.239,0.187,10.0,1311,Crude petroleum and natural gas
INLX,2.082,1.139,2.952,0.039,0.113,0.076,45.0,7372,Prepackaged software
PSX,10142.0,1.447,1.779,0.051,0.14,0.211,10.0,2911,Petroleum refining
PBYI,43.404,6.054,2.965,0.016,0.187,0.149,35.0,2836,"Biological products, except diagnostic"
PFMT,-0.595,0.317,-5.584,-0.082,-0.023,-0.11,35.0,7320,
GMED,418.239,0.187,1.51,0.129,0.165,0.084,35.0,3841,Surgical and medical instruments
NOW,1257.0,1.301,2.021,0.187,0.084,0.287,45.0,7372,Prepackaged software
BLMN,516.315,8.727,3.893,0.057,0.167,0.873,25.0,5812,Eating places
FET,58.492,1.152,5.606,-0.02,0.067,-0.041,10.0,3533,Oil and gas field machinery
PANW,1185.1,8.633,3.528,0.085,0.065,0.582,45.0,7370,
FIVE,516.318,1.499,3.387,0.081,0.139,0.193,25.0,5331,Variety stores
CLIR,-5.386,0.296,-0.06,-4.713,-0.563,-0.616,20.0,3823,Process control instruments
PHIO,-10.642,0.258,-0.01,,-0.916,-1.122,35.0,2836,"Biological products, except diagnostic"
HOUS,184.0,2.641,17.638,-0.078,0.03,-0.215,60.0,6531,Real estate agents and managers
HOUS,,2.641,17.638,-0.078,0.03,-0.215,60.0,6531,Real estate agents and managers
PGTI,253.735,1.494,2.931,0.074,0.16,0.166,20.0,3442,"Metal doors, sash, and trim"
CVLT,86.318,2.91,0.165,-0.023,0.099,-0.082,45.0,7370,
PTCT,-80.012,-3.877,-5.093,-0.804,-0.185,,35.0,2836,"Biological products, except diagnostic"
QRTEA,1021.0,5.539,7.49,0.007,0.073,0.04,25.0,5961,Catalog and mail-order houses
BATL,74.206,3.101,2.045,-0.173,0.221,-0.455,10.0,1311,Crude petroleum and natural gas
SEM,761.848,5.164,7.005,0.034,0.095,0.17,35.0,8060,
KBR,580.0,2.655,3.291,-0.028,0.105,-0.114,20.0,7370,
EHTH,-9.158,0.207,-3.732,-0.149,-0.026,-0.091,40.0,6411,"Insurance agents, brokers, and service"
LMAT,46.597,0.153,0.387,0.147,0.138,0.1,35.0,3841,Surgical and medical instruments
INFU,16.596,1.056,2.33,0.007,0.168,0.019,35.0,7350,
ICFI,200.724,1.405,4.28,0.035,0.088,0.076,20.0,8742,Management consulting services
TNL,972.0,-7.75,6.056,0.095,0.143,,25.0,6531,Real estate agents and managers
TNL,,-7.75,6.056,0.095,0.143,,25.0,6531,Real estate agents and managers
EVR,418.859,1.056,1.484,0.126,0.164,0.219,40.0,6200,
EVR,,1.056,1.484,0.126,0.164,0.219,40.0,6200,
ALGT,472.756,2.635,4.25,0.069,0.116,0.107,20.0,4512,"Air transportation, scheduled"
FOLD,-65.621,5.205,-4.372,-0.466,-0.142,-1.448,35.0,2836,"Biological products, except diagnostic"
NECB,77.069,4.873,0.427,0.346,0.05,0.161,40.0,6036,"Savings institutions, except federal"
NECB,,4.873,0.427,0.346,0.05,0.161,40.0,6036,"Savings institutions, except federal"
WU,1033.7,13.591,2.514,0.17,0.119,1.061,40.0,6099,Functions related to depository banking
WU,,13.591,2.514,0.17,0.119,1.061,40.0,6099,Functions related to depository banking
CELH,274.251,0.451,0.005,0.135,0.169,1.66,30.0,2086,Bottled and canned soft drinks
DLPN,-3.672,1.447,-6.556,-0.428,-0.053,-0.594,50.0,8700,
HBI,485.661,17.48,8.957,-0.088,0.07,-1.083,25.0,2300,
FSLR,546.728,0.472,1.306,0.15,0.037,0.08,45.0,3674,Semiconductors and related devices
SNOA,-4.525,1.256,-0.127,-0.508,-0.323,-0.885,35.0,2834,Pharmaceutical preparations
BYRN,-6.528,0.207,-0.39,-0.174,-0.104,-0.164,20.0,3480,
YTEN,-14.127,2.884,-0.212,-98.585,-1.844,-4.342,35.0,8731,Commercial physical research
GORO,8.603,0.819,0.0,-0.149,0.069,-0.136,15.0,1040,
GSAT,89.789,1.585,3.137,-0.07,0.115,-0.056,50.0,4899,"Communication services, nec"
FRST,40.036,8.829,3.404,0.023,0.015,0.013,40.0,6020,
FRST,,8.829,3.404,0.023,0.015,0.013,40.0,6020,
WLDN,38.505,1.148,3.606,0.005,0.083,0.013,20.0,8711,Engineering services
COHN,7.424,17.834,-74.275,-0.206,-0.008,-0.284,40.0,6211,Security brokers and dealers
COHN,,17.834,-74.275,-0.206,-0.008,-0.284,40.0,6211,Security brokers and dealers
PRIM,365.799,2.197,3.82,0.024,0.1,0.113,20.0,1623,"Water, sewer, and utility lines"
AWI,326.7,2.047,2.095,0.175,0.193,0.317,20.0,3290,
SBH,424.347,4.357,3.781,0.05,0.167,0.376,25.0,5990,
WFCF,3.331,0.542,0.977,0.076,0.165,0.155,20.0,7370,
IPGP,297.706,0.134,0.083,0.064,0.12,0.035,45.0,3674,Semiconductors and related devices
CPRX,201.206,0.208,0.021,0.178,0.466,0.194,35.0,2834,Pharmaceutical preparations
EBS,-38.3,1.401,105.477,-0.705,0.004,-0.589,35.0,2836,"Biological products, except diagnostic"
KNDI,0.231,0.212,-10.74,-0.033,-0.006,-0.011,25.0,3790,
TAST,136.073,8.846,9.995,0.005,0.081,0.056,25.0,5812,Eating places
III,23.383,1.344,2.541,0.045,0.144,0.129,45.0,7374,Data processing and preparation
CLNE,-30.726,0.514,-6.269,-0.216,-0.033,-0.131,10.0,5500,
PFIE,12.962,0.141,0.012,0.161,0.224,0.19,10.0,3533,Oil and gas field machinery
AVAV,109.245,0.408,1.184,-0.186,0.153,-0.206,20.0,3721,Aircraft
NCMI,42.8,-4.141,24.45,4.14,0.04,,50.0,7310,
SMCI,,0.817,0.289,0.083,0.225,0.341,45.0,3570,
AVNW,40.791,0.665,0.109,0.052,0.119,0.086,45.0,3663,Radio and t.v. communications equipment
EIG,170.0,2.854,0.819,0.141,0.045,0.126,40.0,6331,"Fire, marine, and casualty insurance"
EIG,,2.854,0.819,0.141,0.045,0.126,40.0,6331,"Fire, marine, and casualty insurance"
PRTS,6.845,1.218,5.407,-0.012,0.032,-0.073,25.0,5961,Catalog and mail-order houses
HROW,13.12,5.003,11.956,-0.124,0.079,-0.777,35.0,2834,Pharmaceutical preparations
ARAY,11.857,8.005,11.543,-0.015,0.038,-0.131,35.0,3845,Electromedical equipment
IBKR,6570.0,34.369,0.054,0.08,0.051,0.197,40.0,6211,Security brokers and dealers
IBKR,,34.369,0.054,0.08,0.051,0.197,40.0,6211,Security brokers and dealers
TFSL,168.564,7.778,31.883,0.119,0.01,0.04,40.0,6035,Federal savings institutions
TFSL,,7.778,31.883,0.119,0.01,0.04,40.0,6035,Federal savings institutions
CARE,64.303,11.814,4.685,0.192,0.02,0.122,40.0,6020,
CARE,,11.814,4.685,0.192,0.02,0.122,40.0,6020,
REI,235.817,0.834,1.763,0.19,0.187,0.104,10.0,1311,Crude petroleum and natural gas
ITP,6.151,0.134,1.938,-0.206,0.04,-0.099,15.0,2621,Paper mills
SD,85.331,0.231,,0.962,0.186,0.358,10.0,1311,Crude petroleum and natural gas
BR,1418.7,3.029,3.126,0.108,0.158,0.281,20.0,7373,Computer integrated systems design
FRBA,54.415,8.671,3.526,0.138,0.019,0.075,40.0,6020,
FRBA,,8.671,3.526,0.138,0.019,0.075,40.0,6020,
BX,3607.778,3.112,3.418,0.213,0.094,0.243,40.0,6282,Investment advice
BX,,3.112,3.418,0.213,0.094,0.243,40.0,6282,Investment advice
CNK,581.2,23.114,6.444,0.035,0.119,0.536,50.0,7830,
TTGT,22.994,2.493,13.414,0.054,0.046,0.058,50.0,7310,
PODD,281.3,3.388,6.588,0.077,0.095,0.245,35.0,3845,Electromedical equipment
NBY,-4.798,0.715,-0.384,-0.938,-0.377,-1.658,35.0,2834,Pharmaceutical preparations
INFN,80.875,8.815,9.15,-0.004,0.051,-0.047,45.0,3661,Telephone and telegraph apparatus
CDXC,-3.528,0.93,-0.846,-0.078,-0.092,-0.247,35.0,2833,Medicinals and botanicals
DFS,4873.0,8.583,3.366,0.184,0.046,0.271,40.0,6141,Personal credit institutions
DFS,,8.583,3.366,0.184,0.046,0.271,40.0,6141,Personal credit institutions
HYMC,-45.691,4.279,-2.78,-5.007,-0.204,-1.01,15.0,1040,
AMC,373.9,-4.568,26.015,-0.107,0.041,,50.0,7830,
TIPT,134.116,9.802,3.051,0.005,0.03,0.016,40.0,6331,"Fire, marine, and casualty insurance"
TIPT,,9.802,3.051,0.005,0.03,0.016,40.0,6331,"Fire, marine, and casualty insurance"
PRO,-36.309,-10.255,-9.032,-0.214,-0.08,,45.0,7370,
TOVX,-21.956,0.355,-0.097,,-0.316,-0.372,35.0,2834,Pharmaceutical preparations
SCOR,39.605,0.817,1.45,-0.136,0.064,-0.391,50.0,7370,
MASI,276.5,1.348,3.603,0.042,0.09,0.061,35.0,3845,Electromedical equipment
DHX,25.62,1.197,2.039,0.024,0.103,0.034,50.0,7370,
ALSN,1073.0,3.716,2.427,0.216,0.219,0.445,20.0,3714,Motor vehicle parts and accessories
SINT,-12.446,0.583,-0.185,-3.974,-0.708,-0.882,35.0,3842,Surgical appliances and supplies
LULU,2609.896,0.714,0.461,0.109,0.437,0.302,25.0,2300,
RILY,152.78,13.927,13.418,-0.043,0.03,-0.145,40.0,6211,Security brokers and dealers
RILY,,13.927,13.418,-0.043,0.03,-0.145,40.0,6211,Security brokers and dealers
MELI,2578.0,5.693,2.221,0.075,0.177,0.486,25.0,5960,
CPIX,-2.529,1.475,-13.1,-0.062,-0.017,-0.065,35.0,2834,Pharmaceutical preparations
SBFM,-4.637,0.304,-0.085,-1.315,-0.271,-1.023,35.0,2836,"Biological products, except diagnostic"
NEON,-6.572,0.081,-0.034,-1.005,-0.244,-0.238,45.0,3663,Radio and t.v. communications equipment
MDXG,41.648,1.185,2.107,0.014,0.145,,35.0,2836,"Biological products, except diagnostic"
LIXT,-5.09,0.081,0.0,,-1.151,-3.308,35.0,2836,"Biological products, except diagnostic"
TDC,323.0,8.199,2.214,0.034,0.152,0.256,45.0,7370,
FTLF,9.594,0.705,1.069,0.096,0.242,0.189,30.0,2834,Pharmaceutical preparations
MARK,-15.596,-1.501,-0.972,-5.135,-1.166,,45.0,7372,Prepackaged software
MSCI,1522.474,-5.741,3.22,0.398,0.295,,40.0,6282,Investment advice
LPLA,2073.887,3.378,1.542,0.12,0.226,0.551,40.0,6211,Security brokers and dealers
FFNW,18.41,8.61,6.675,0.107,0.014,0.052,40.0,6020,
FFNW,,8.61,6.675,0.107,0.014,0.052,40.0,6020,
TPCS,-2.203,1.585,21.393,-0.062,0.016,-0.129,20.0,3490,
CVI,1423.0,4.495,1.053,0.081,0.368,0.893,10.0,2911,Petroleum refining
ULTA,1921.869,1.679,1.052,0.114,0.347,0.607,25.0,5990,
APEI,48.892,0.865,5.34,-0.111,0.064,-0.228,25.0,8200,
ENSG,377.401,1.833,4.789,0.07,0.104,0.193,35.0,8051,Skilled nursing care facilities
ACIC,105.456,47.827,-0.708,-0.678,-0.1,-2.458,40.0,6331,"Fire, marine, and casualty insurance"
ACIC,,47.827,-0.708,-0.678,-0.1,-2.458,40.0,6331,"Fire, marine, and casualty insurance"
NFBK,73.587,7.029,11.41,0.203,0.015,0.063,40.0,6035,Federal savings institutions
NFBK,,7.029,11.41,0.203,0.015,0.063,40.0,6035,Federal savings institutions
RSLS,-14.485,1.221,-0.013,-2.682,-0.99,-2.691,35.0,3845,Electromedical equipment
IVDA,-3.392,0.267,-0.119,-0.406,-0.3,-0.387,45.0,7372,Prepackaged software
FPAY,16.896,3.873,11.555,0.021,0.064,0.614,40.0,6159,Miscellaneous business credit
CALB,40.682,10.146,1.844,0.211,0.022,0.137,40.0,6020,
CALB,,10.146,1.844,0.211,0.022,0.137,40.0,6020,
TITN,200.645,1.468,3.55,0.043,0.141,0.19,20.0,5080,
LRN,359.2,0.878,1.891,0.082,0.175,0.176,25.0,8200,
OESX,-7.394,1.233,-1.067,-0.502,-0.151,-1.01,20.0,3640,
ORN,17.87,1.835,12.905,-0.026,0.017,-0.139,20.0,1600,
SATS,2081.113,0.724,2.881,0.051,0.092,0.024,50.0,4899,"Communication services, nec"
SFBC,20.184,9.144,2.834,0.169,0.022,0.094,40.0,6020,
SFBC,,9.144,2.834,0.169,0.022,0.094,40.0,6020,
BWEN,4.809,2.113,24.169,0.019,0.012,0.078,20.0,3510,
DALN,-3.272,7.315,-3.854,-0.049,-0.068,-0.531,50.0,2711,Newspapers
DTST,1.134,0.228,1.911,-0.108,0.026,-0.133,45.0,7370,
AWK,2208.0,1.967,5.604,0.223,0.081,0.083,55.0,4941,Water supply
DPSI,8.57,2.813,1.311,0.029,0.124,0.18,45.0,7370,
AYTU,3.223,2.526,-3.732,-0.24,-0.042,-0.543,35.0,2836,"Biological products, except diagnostic"
V,25201.0,1.336,0.914,0.529,0.261,0.428,40.0,6099,Functions related to depository banking
V,,1.336,0.914,0.529,0.261,0.428,40.0,6099,Functions related to depository banking
ENOV,237.139,0.263,1.78,-0.068,0.052,-0.033,35.0,3842,Surgical appliances and supplies
CLDX,-140.542,0.09,-0.026,-28.548,-0.392,-0.396,35.0,2836,"Biological products, except diagnostic"
PM,14238.0,-7.498,3.291,0.233,0.25,,30.0,2111,Cigarettes
HI,507.7,2.383,4.416,0.038,0.102,0.065,20.0,3530,
SWI,241.502,1.298,5.292,-0.025,0.074,-0.014,45.0,7370,
ERII,23.152,0.154,0.84,0.136,0.082,0.086,20.0,3559,"Special industry machinery, nec"
KKR,9625.732,11.611,6.027,0.157,0.027,0.146,40.0,6282,Investment advice
CDNA,-87.064,0.265,-0.45,-0.305,-0.155,-0.214,35.0,2835,Diagnostic substances
LAB,-47.859,0.774,-2.069,-0.72,-0.128,,35.0,3826,Analytical instruments
CDXS,-49.283,0.706,-0.618,-1.104,-0.261,-0.595,35.0,2836,"Biological products, except diagnostic"
IPI,42.242,0.105,0.062,0.019,0.077,0.008,15.0,1400,
WMPN,5.805,4.244,6.688,0.058,0.01,0.011,40.0,6036,"Savings institutions, except federal"
WMPN,,4.244,6.688,0.058,0.01,0.011,40.0,6036,"Savings institutions, except federal"
HCI,133.932,8.095,2.569,0.084,0.043,0.238,40.0,6331,"Fire, marine, and casualty insurance"
HCI,,8.095,2.569,0.084,0.043,0.238,40.0,6331,"Fire, marine, and casualty insurance"
MRC,232.0,1.527,2.395,0.032,0.122,0.253,20.0,5051,Metals service centers and offices
IOVA,-439.142,0.281,-0.192,-612.41,-0.615,-0.802,35.0,2836,"Biological products, except diagnostic"
LOPE,280.781,0.318,0.303,0.207,0.328,0.296,25.0,8200,
SGLY,-5.719,0.569,-0.323,-5.269,-0.395,-0.993,20.0,4731,Freight transportation arrangement
TOMZ,-2.985,0.311,-0.326,-0.334,-0.174,-0.261,20.0,3559,"Special industry machinery, nec"
HBCP,74.38,8.589,4.263,0.243,0.023,0.124,40.0,6035,Federal savings institutions
HBCP,,8.589,4.263,0.243,0.023,0.124,40.0,6035,Federal savings institutions
MG,59.33,1.746,3.95,-0.017,0.105,-0.059,20.0,8711,Engineering services
RSSS,1.534,2.175,0.0,-0.016,0.012,-0.102,45.0,7389,"Business services, nec"
ALIM,6.815,6.226,35.236,-0.294,0.022,,35.0,2834,Pharmaceutical preparations
TREE,39.071,4.318,22.137,-0.197,0.031,-0.635,40.0,6163,Loan brokers
TREE,,4.318,22.137,-0.197,0.031,-0.635,40.0,6163,Loan brokers
JBT,273.4,1.579,3.61,0.062,0.105,0.129,20.0,3550,
ZWS,306.0,0.76,2.119,0.067,0.099,0.055,20.0,3430,
MYRG,184.017,1.443,0.413,0.026,0.132,0.149,20.0,1623,"Water, sewer, and utility lines"
VRSK,1434.4,6.923,2.337,0.304,0.252,0.653,20.0,8742,Management consulting services
IBIO,-15.705,1.702,-0.727,-536.96,-0.457,-1.074,35.0,2836,"Biological products, except diagnostic"
MHH,5.33,0.272,0.527,-0.001,0.068,-0.003,20.0,7361,Employment agencies
GPRE,34.501,1.257,-130.15,-0.04,-0.003,-0.16,10.0,2860,
DMRC,-40.039,0.212,-0.162,-1.459,-0.385,-0.526,45.0,3679,"Electronic components, nec"
FSBW,79.019,10.54,2.427,0.191,0.028,0.144,40.0,6036,"Savings institutions, except federal"
FSBW,,10.54,2.427,0.191,0.028,0.144,40.0,6036,"Savings institutions, except federal"
CLW,279.7,1.817,2.412,0.04,0.143,0.135,15.0,2631,Paperboard mills
SLCA,412.598,1.779,2.349,0.092,0.2,0.189,10.0,1400,
MCVT,-0.342,0.053,-1.166,-0.318,-0.03,-0.058,40.0,6153,Short-term business credit
CELZ,-5.526,0.08,-0.001,-392.96,-0.565,-0.591,35.0,2836,"Biological products, except diagnostic"
ISDR,6.318,0.912,3.577,0.042,0.105,0.042,45.0,7370,
CNET,-3.501,0.663,-0.326,-0.289,-0.286,-0.691,50.0,7310,
TBNK,12.207,7.728,15.746,0.115,0.007,0.032,40.0,6036,"Savings institutions, except federal"
TBNK,,7.728,15.746,0.115,0.007,0.032,40.0,6036,"Savings institutions, except federal"
VIVK,-3.555,3.201,-12.498,-0.312,-0.041,-0.898,10.0,4950,
ADUS,111.584,0.456,1.66,0.056,0.111,0.09,35.0,8082,Home health care services
TXMD,-7.601,1.011,0.164,0.61,0.611,-1.471,35.0,2834,Pharmaceutical preparations
H,719.0,2.399,4.537,0.074,0.06,0.132,25.0,7011,Hotels and motels
FTNT,1349.9,223.026,0.823,0.222,0.204,6.919,45.0,7372,Prepackaged software
TOON,-31.74,1.067,-2.464,-1.325,-0.127,-0.695,50.0,7812,Motion picture and video production
KAR,356.8,1.446,6.18,-0.078,0.068,-0.083,20.0,7389,"Business services, nec"
OMER,-163.61,13.755,-2.847,,-0.307,-3.383,35.0,2836,"Biological products, except diagnostic"
RCM,510.4,0.864,3.902,-0.016,0.094,-0.012,35.0,8741,Management services
